n,micros,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_ut,my_ut,mz_ut
231.0,3255112827.0,-0.02771,-0.45386,-0.88367,-0.061,-0.061,-0.3052,31.0,11.0,-6.0
232.0,3255128991.0,-0.02759,-0.45276,-0.88342,-0.061,-0.061,-0.2441,31.0,11.0,-6.0
233.0,3255145611.0,-0.02856,-0.45166,-0.88306,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
234.0,3255159585.0,-0.03015,-0.45178,-0.88574,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
235.0,3255173544.0,-0.02966,-0.45325,-0.88574,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
236.0,3255183598.0,-0.0293,-0.45398,-0.88452,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
237.0,3255197990.0,-0.0293,-0.45264,-0.88257,-0.061,0.0,-0.1831,32.0,8.0,-9.0
238.0,3255213004.0,-0.02917,-0.45251,-0.88403,-0.061,0.0,-0.2441,32.0,8.0,-9.0
239.0,3255228877.0,-0.02893,-0.45227,-0.88538,-0.1221,-0.061,-0.3052,32.0,8.0,-9.0
240.0,3255245019.0,-0.02832,-0.45264,-0.88428,-0.1221,-0.061,-0.3052,32.0,8.0,-9.0
241.0,3255258636.0,-0.02747,-0.45215,-0.88342,-0.061,0.0,-0.3052,33.0,9.0,-12.0
242.0,3255274312.0,-0.02734,-0.45251,-0.88403,-0.061,0.0,-0.3052,33.0,9.0,-12.0
243.0,3255286003.0,-0.02783,-0.45264,-0.88416,-0.061,-0.061,-0.2441,33.0,9.0,-12.0
244.0,3255295936.0,-0.02722,-0.45215,-0.88293,-0.1221,-0.061,-0.2441,33.0,9.0,-12.0
245.0,3255306934.0,-0.02832,-0.45203,-0.88293,-0.1221,-0.061,-0.2441,33.0,9.0,-12.0
246.0,3255325851.0,-0.02844,-0.45142,-0.88306,-0.1221,0.0,-0.1831,33.0,9.0,-12.0
247.0,3255339761.0,-0.02795,-0.45264,-0.88391,-0.061,-0.061,-0.1831,33.0,9.0,-12.0
248.0,3255355788.0,-0.0271,-0.45276,-0.88477,-0.061,-0.061,-0.2441,33.0,9.0,-12.0
249.0,3255371775.0,-0.02856,-0.45227,-0.8844,-0.061,0.0,-0.2441,30.0,13.0,-5.0
250.0,3255390787.0,-0.02808,-0.45239,-0.88269,-0.061,-0.061,-0.2441,30.0,13.0,-5.0
251.0,3255400830.0,-0.02783,-0.453,-0.88269,-0.061,0.0,-0.3052,30.0,13.0,-5.0
252.0,3255414740.0,-0.0282,-0.45349,-0.88318,-0.1221,0.0,-0.2441,30.0,13.0,-5.0
253.0,3255429277.0,-0.02673,-0.45337,-0.88428,-0.061,0.0,-0.2441,30.0,13.0,-5.0
254.0,3255439992.0,-0.02698,-0.45227,-0.88403,-0.061,-0.061,-0.2441,30.0,13.0,-5.0
255.0,3255453928.0,-0.02844,-0.45178,-0.88354,-0.061,-0.061,-0.2441,30.0,13.0,-5.0
256.0,3255465923.0,-0.02966,-0.45215,-0.88354,-0.061,-0.061,-0.3052,30.0,13.0,-5.0
257.0,3255480689.0,-0.02808,-0.45264,-0.88428,-0.061,0.0,-0.3052,33.0,9.0,-11.0
258.0,3255496295.0,-0.02722,-0.45251,-0.88318,-0.061,-0.061,-0.2441,33.0,9.0,-11.0
259.0,3255504934.0,-0.02783,-0.45251,-0.88293,-0.1221,-0.061,-0.2441,33.0,9.0,-11.0
260.0,3255510594.0,-0.02808,-0.45288,-0.88403,-0.1221,-0.061,-0.2441,33.0,9.0,-11.0
261.0,3255531298.0,-0.02795,-0.45276,-0.88403,-0.1831,0.0,-0.2441,33.0,9.0,-11.0
262.0,3255542991.0,-0.02808,-0.45215,-0.88318,-0.1221,0.0,-0.2441,33.0,9.0,-11.0
263.0,3255554853.0,-0.02747,-0.45178,-0.88403,-0.1221,-0.061,-0.1831,33.0,9.0,-11.0
264.0,3255570929.0,-0.02808,-0.4519,-0.88538,-0.1221,-0.061,-0.1831,33.0,9.0,-11.0
265.0,3255587777.0,-0.02832,-0.45178,-0.88525,-0.1221,-0.061,-0.3052,31.0,11.0,-8.0
266.0,3255599922.0,-0.02844,-0.45166,-0.88391,-0.1221,-0.061,-0.3052,31.0,11.0,-8.0
267.0,3255615992.0,-0.02844,-0.45325,-0.88489,-0.061,-0.061,-0.2441,31.0,11.0,-8.0
268.0,3255628879.0,-0.02881,-0.45337,-0.88513,-0.1221,-0.061,-0.2441,31.0,11.0,-8.0
269.0,3255644993.0,-0.02844,-0.45215,-0.88318,-0.1221,-0.061,-0.2441,31.0,11.0,-8.0
270.0,3255661000.0,-0.02905,-0.45325,-0.88416,-0.1221,0.0,-0.3052,31.0,11.0,-8.0
271.0,3255675854.0,-0.02893,-0.45276,-0.88477,-0.1221,0.0,-0.3052,31.0,11.0,-8.0
272.0,3255690743.0,-0.0282,-0.45239,-0.88489,-0.1221,0.0,-0.2441,31.0,11.0,-8.0
273.0,3255706493.0,-0.02869,-0.453,-0.88342,-0.1221,0.0,-0.2441,32.0,10.0,-10.0
274.0,3255716572.0,-0.02881,-0.453,-0.88318,-0.1221,0.0,-0.2441,32.0,10.0,-10.0
275.0,3255722171.0,-0.02832,-0.45276,-0.8833,-0.1221,0.0,-0.2441,32.0,10.0,-10.0
276.0,3255738206.0,-0.02783,-0.45276,-0.88293,-0.1221,-0.1221,-0.1831,32.0,10.0,-10.0
277.0,3255750835.0,-0.0282,-0.45251,-0.88257,-0.061,-0.061,-0.2441,32.0,10.0,-10.0
278.0,3255764930.0,-0.02869,-0.45203,-0.88452,0.0,0.0,-0.3052,32.0,10.0,-10.0
279.0,3255779793.0,-0.0282,-0.45178,-0.88464,-0.1221,0.0,-0.3052,32.0,10.0,-10.0
280.0,3255792794.0,-0.02747,-0.45215,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-10.0
281.0,3255806577.0,-0.02771,-0.45264,-0.88428,-0.061,-0.061,-0.1831,30.0,11.0,-13.0
282.0,3255823198.0,-0.02832,-0.45325,-0.8833,-0.061,-0.1221,-0.2441,30.0,11.0,-13.0
283.0,3255836938.0,-0.02844,-0.45288,-0.88208,-0.1221,0.0,-0.3052,30.0,11.0,-13.0
284.0,3255848862.0,-0.0282,-0.45251,-0.88416,-0.1221,0.0,-0.3052,30.0,11.0,-13.0
285.0,3255864934.0,-0.0282,-0.45251,-0.88428,-0.1221,0.0,-0.2441,30.0,11.0,-13.0
286.0,3255878883.0,-0.02832,-0.45227,-0.88367,0.0,0.0,-0.2441,30.0,11.0,-13.0
287.0,3255895007.0,-0.02869,-0.453,-0.88416,0.0,0.0,-0.3052,30.0,11.0,-13.0
288.0,3255910997.0,-0.0293,-0.45264,-0.88525,-0.061,0.0,-0.3052,30.0,11.0,-13.0
289.0,3255926771.0,-0.0293,-0.45239,-0.88489,-0.1221,0.0,-0.2441,31.0,10.0,-6.0
290.0,3255940812.0,-0.02905,-0.45264,-0.88367,-0.1831,-0.061,-0.3052,31.0,10.0,-6.0
291.0,3255952996.0,-0.02869,-0.453,-0.8833,-0.1221,-0.061,-0.2441,31.0,10.0,-6.0
292.0,3255963948.0,-0.02954,-0.45312,-0.8844,-0.061,0.0,-0.2441,31.0,10.0,-6.0
293.0,3255981883.0,-0.0293,-0.45337,-0.8844,-0.1221,-0.061,-0.3052,31.0,10.0,-6.0
294.0,3255994883.0,-0.02808,-0.45312,-0.8833,-0.061,-0.061,-0.2441,31.0,10.0,-6.0
295.0,3256007838.0,-0.02783,-0.45264,-0.88391,-0.061,-0.061,-0.2441,31.0,10.0,-6.0
296.0,3256022816.0,-0.02844,-0.45288,-0.8855,-0.1221,-0.061,-0.2441,31.0,10.0,-6.0
297.0,3256039667.0,-0.02905,-0.45215,-0.88452,-0.061,-0.061,-0.2441,30.0,10.0,-7.0
298.0,3256052556.0,-0.02881,-0.45203,-0.88428,-0.1221,-0.061,-0.2441,30.0,10.0,-7.0
299.0,3256068511.0,-0.02844,-0.45227,-0.88452,-0.1221,0.0,-0.1831,30.0,10.0,-7.0
300.0,3256084303.0,-0.02783,-0.45215,-0.88318,-0.1221,0.0,-0.3052,30.0,10.0,-7.0
301.0,3256095905.0,-0.02856,-0.45227,-0.88354,-0.1221,-0.061,-0.3052,30.0,10.0,-7.0
302.0,3256108199.0,-0.02869,-0.45276,-0.88354,-0.1221,-0.061,-0.3052,30.0,10.0,-7.0
303.0,3256122837.0,-0.02808,-0.453,-0.88391,-0.061,-0.061,-0.2441,30.0,10.0,-7.0
304.0,3256138786.0,-0.02808,-0.45215,-0.88318,0.0,0.0,-0.2441,30.0,10.0,-7.0
305.0,3256160673.0,-0.02759,-0.45288,-0.88379,-0.1221,-0.061,-0.2441,33.0,8.0,-11.0
306.0,3256174679.0,-0.02832,-0.45288,-0.88391,-0.1831,-0.061,-0.2441,33.0,8.0,-11.0
307.0,3256189998.0,-0.02832,-0.45312,-0.8844,-0.1221,-0.061,-0.2441,33.0,8.0,-11.0
308.0,3256205273.0,-0.02856,-0.45264,-0.88428,-0.061,-0.061,-0.2441,33.0,8.0,-11.0
309.0,3256217839.0,-0.02844,-0.45203,-0.8844,-0.061,-0.061,-0.2441,33.0,8.0,-11.0
310.0,3256233818.0,-0.02771,-0.45142,-0.88477,-0.1221,0.0,-0.2441,33.0,8.0,-11.0
311.0,3256242941.0,-0.02832,-0.45178,-0.8844,-0.1221,0.061,-0.2441,33.0,8.0,-11.0
312.0,3256255866.0,-0.02844,-0.45251,-0.88489,-0.1221,-0.061,-0.2441,33.0,8.0,-11.0
313.0,3256270603.0,-0.02832,-0.45276,-0.88464,-0.061,-0.1221,-0.2441,30.0,10.0,-13.0
314.0,3256286297.0,-0.02771,-0.45276,-0.88391,-0.061,-0.061,-0.2441,30.0,10.0,-13.0
315.0,3256298822.0,-0.02808,-0.45337,-0.88416,-0.061,0.0,-0.2441,30.0,10.0,-13.0
316.0,3256314802.0,-0.02942,-0.45215,-0.88269,-0.061,0.0,-0.2441,30.0,10.0,-13.0
317.0,3256329820.0,-0.02954,-0.45239,-0.88391,-0.1221,-0.061,-0.3052,30.0,10.0,-13.0
318.0,3256344819.0,-0.02869,-0.45374,-0.88501,-0.061,-0.061,-0.2441,30.0,10.0,-13.0
319.0,3256357820.0,-0.02795,-0.45349,-0.88489,-0.061,0.0,-0.1831,30.0,10.0,-13.0
320.0,3256373303.0,-0.02795,-0.45325,-0.88293,-0.061,0.0,-0.1831,30.0,10.0,-13.0
321.0,3256385778.0,-0.02783,-0.45325,-0.88318,-0.061,-0.061,-0.1831,33.0,9.0,-12.0
322.0,3256401002.0,-0.02759,-0.45325,-0.88452,-0.1221,-0.061,-0.2441,33.0,9.0,-12.0
323.0,3256418867.0,-0.02661,-0.45154,-0.88489,-0.1221,0.0,-0.3052,33.0,9.0,-12.0
324.0,3256434889.0,-0.02905,-0.45178,-0.88293,-0.1221,0.0,-0.3662,33.0,9.0,-12.0
325.0,3256451042.0,-0.02942,-0.45227,-0.88354,-0.1221,0.0,-0.2441,33.0,9.0,-12.0
326.0,3256464216.0,-0.02844,-0.45203,-0.88428,-0.061,0.0,-0.2441,33.0,9.0,-12.0
327.0,3256479288.0,-0.02795,-0.45166,-0.88416,-0.061,0.0,-0.2441,33.0,9.0,-12.0
328.0,3256489979.0,-0.0282,-0.45129,-0.88342,-0.1221,-0.061,-0.1831,33.0,9.0,-12.0
329.0,3256506156.0,-0.02856,-0.45166,-0.88257,-0.1221,-0.1221,-0.2441,30.0,10.0,-10.0
330.0,3256521870.0,-0.02759,-0.45129,-0.88306,-0.1221,-0.061,-0.2441,30.0,10.0,-10.0
331.0,3256537271.0,-0.02673,-0.45215,-0.88379,-0.1221,0.0,-0.2441,30.0,10.0,-10.0
332.0,3256549003.0,-0.02722,-0.45276,-0.88403,-0.1831,0.0,-0.2441,30.0,10.0,-10.0
333.0,3256561822.0,-0.0282,-0.45264,-0.88428,-0.1221,0.0,-0.3052,30.0,10.0,-10.0
334.0,3256574822.0,-0.02795,-0.453,-0.88513,-0.1221,0.0,-0.3052,30.0,10.0,-10.0
335.0,3256590823.0,-0.0271,-0.45361,-0.88489,0.061,0.0,-0.2441,30.0,10.0,-10.0
336.0,3256604807.0,-0.02734,-0.45312,-0.88428,0.0,-0.061,-0.2441,30.0,10.0,-10.0
337.0,3256617586.0,-0.02844,-0.45215,-0.88513,-0.061,-0.061,-0.1831,32.0,7.0,-9.0
338.0,3256630530.0,-0.02771,-0.45227,-0.88501,-0.1221,0.0,-0.1831,32.0,7.0,-9.0
339.0,3256644981.0,-0.02771,-0.45239,-0.88379,-0.1221,0.0,-0.3052,32.0,7.0,-9.0
340.0,3256660823.0,-0.02795,-0.45166,-0.88367,-0.061,-0.061,-0.3052,32.0,7.0,-9.0
341.0,3256676004.0,-0.02832,-0.45154,-0.88354,-0.061,-0.061,-0.2441,32.0,7.0,-9.0
342.0,3256689894.0,-0.02869,-0.45288,-0.88416,-0.061,0.0,-0.1831,32.0,7.0,-9.0
343.0,3256703824.0,-0.02905,-0.45325,-0.8844,-0.061,0.0,-0.3052,32.0,7.0,-9.0
344.0,3256719823.0,-0.02783,-0.45154,-0.88281,-0.1221,-0.061,-0.2441,32.0,7.0,-9.0
345.0,3256736766.0,-0.02893,-0.45251,-0.88416,-0.1221,-0.061,-0.2441,32.0,9.0,-6.0
346.0,3256752297.0,-0.02856,-0.45288,-0.88501,0.0,-0.061,-0.2441,32.0,9.0,-6.0
347.0,3256764005.0,-0.02869,-0.45325,-0.88574,-0.061,-0.061,-0.3052,32.0,9.0,-6.0
348.0,3256779006.0,-0.02881,-0.453,-0.88501,-0.061,-0.061,-0.2441,32.0,9.0,-6.0
349.0,3256792872.0,-0.02856,-0.45337,-0.88416,-0.061,-0.061,-0.2441,32.0,9.0,-6.0
350.0,3256806805.0,-0.02783,-0.45312,-0.88306,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
351.0,3256819762.0,-0.02783,-0.45251,-0.8833,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
352.0,3256834266.0,-0.02734,-0.45215,-0.88403,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
353.0,3256846774.0,-0.02795,-0.45178,-0.88269,-0.1221,0.0,-0.1831,32.0,10.0,-9.0
354.0,3256861983.0,-0.0282,-0.45239,-0.88318,-0.061,-0.061,-0.2441,32.0,10.0,-9.0
355.0,3256877911.0,-0.02783,-0.4541,-0.88428,-0.061,-0.061,-0.2441,32.0,10.0,-9.0
356.0,3256892986.0,-0.02832,-0.45325,-0.8844,-0.1221,-0.061,-0.3052,32.0,10.0,-9.0
357.0,3256908984.0,-0.02759,-0.45264,-0.88501,-0.1221,-0.061,-0.3052,32.0,10.0,-9.0
358.0,3256921984.0,-0.0271,-0.45276,-0.88489,-0.1221,-0.061,-0.2441,32.0,10.0,-9.0
359.0,3256937007.0,-0.02844,-0.45288,-0.88464,-0.1221,0.0,-0.2441,32.0,10.0,-9.0
360.0,3256951985.0,-0.02771,-0.45239,-0.88367,-0.1221,-0.061,-0.3052,32.0,10.0,-9.0
361.0,3256969059.0,-0.02905,-0.45203,-0.8833,-0.061,-0.061,-0.3052,31.0,9.0,-10.0
362.0,3256978911.0,-0.02893,-0.45251,-0.88367,-0.1221,-0.061,-0.3052,31.0,9.0,-10.0
363.0,3256992828.0,-0.0282,-0.45325,-0.88379,-0.1221,-0.061,-0.4272,31.0,9.0,-10.0
364.0,3257005824.0,-0.02771,-0.45251,-0.88354,-0.061,-0.1831,-0.5493,31.0,9.0,-10.0
365.0,3257021985.0,-0.02966,-0.44873,-0.88477,-0.061,-0.3052,-0.7935,31.0,9.0,-10.0
366.0,3257037009.0,-0.0293,-0.45337,-0.88501,-0.061,-0.8545,-1.8921,31.0,9.0,-10.0
367.0,3257053290.0,-0.02747,-0.45581,-0.8833,-0.3052,-0.8545,-1.8921,31.0,9.0,-10.0
368.0,3257064985.0,-0.02686,-0.45654,-0.88232,-0.3052,-0.3662,-0.9766,31.0,9.0,-10.0
369.0,3257080781.0,-0.02795,-0.4519,-0.88501,-0.1831,-0.061,-0.2441,33.0,10.0,-11.0
370.0,3257095986.0,-0.02808,-0.45251,-0.88489,-0.061,0.0,-0.1221,33.0,10.0,-11.0
371.0,3257112382.0,-0.02832,-0.45264,-0.88452,-0.061,0.0,-0.2441,33.0,10.0,-11.0
372.0,3257127401.0,-0.02893,-0.45251,-0.88464,-0.061,-0.061,-0.3052,33.0,10.0,-11.0
373.0,3257141987.0,-0.02942,-0.45239,-0.88403,-0.061,-0.061,-0.2441,33.0,10.0,-11.0
374.0,3257158270.0,-0.02856,-0.45203,-0.88489,-0.061,-0.061,-0.2441,33.0,10.0,-11.0
375.0,3257170830.0,-0.02893,-0.45166,-0.88501,-0.1221,0.0,-0.3052,33.0,10.0,-11.0
376.0,3257182862.0,-0.02869,-0.45178,-0.88452,-0.1221,0.0,-0.3052,33.0,10.0,-11.0
377.0,3257199273.0,-0.02808,-0.45215,-0.88416,-0.1221,0.0,-0.2441,32.0,8.0,-8.0
378.0,3257211854.0,-0.02844,-0.45276,-0.88379,-0.1221,-0.061,-0.1831,32.0,8.0,-8.0
379.0,3257224798.0,-0.02869,-0.45276,-0.88306,-0.061,0.0,-0.1831,32.0,8.0,-8.0
380.0,3257236855.0,-0.02844,-0.45276,-0.88354,0.0,0.061,-0.2441,32.0,8.0,-8.0
381.0,3257252830.0,-0.02722,-0.45349,-0.88452,-0.061,0.0,-0.3052,32.0,8.0,-8.0
382.0,3257267797.0,-0.02759,-0.453,-0.8844,-0.061,0.0,-0.3052,32.0,8.0,-8.0
383.0,3257279855.0,-0.02771,-0.45276,-0.88452,-0.061,0.0,-0.3052,32.0,8.0,-8.0
384.0,3257292876.0,-0.02747,-0.45288,-0.88477,0.0,0.061,-0.2441,32.0,8.0,-8.0
385.0,3257309037.0,-0.02783,-0.45264,-0.8833,0.0,0.0,-0.2441,32.0,7.0,-10.0
386.0,3257325291.0,-0.02759,-0.45276,-0.88257,-0.1221,-0.061,-0.2441,32.0,7.0,-10.0
387.0,3257336989.0,-0.02856,-0.45227,-0.88391,-0.1221,-0.061,-0.2441,32.0,7.0,-10.0
388.0,3257350857.0,-0.0282,-0.45251,-0.88354,-0.061,-0.061,-0.2441,32.0,7.0,-10.0
389.0,3257366990.0,-0.02759,-0.45239,-0.8844,-0.1221,-0.061,-0.3052,32.0,7.0,-10.0
390.0,3257379893.0,-0.02771,-0.45166,-0.8844,-0.1221,-0.1221,-0.3052,32.0,7.0,-10.0
391.0,3257392891.0,-0.02832,-0.45166,-0.8844,-0.1221,-0.1221,-0.2441,32.0,7.0,-10.0
392.0,3257408833.0,-0.02795,-0.45203,-0.88257,-0.1221,-0.061,-0.1831,32.0,7.0,-10.0
393.0,3257424594.0,-0.02722,-0.45239,-0.88306,-0.061,0.0,-0.2441,33.0,8.0,-8.0
394.0,3257437494.0,-0.02771,-0.45276,-0.88477,-0.061,0.0,-0.2441,33.0,8.0,-8.0
395.0,3257453990.0,-0.02832,-0.4519,-0.88354,-0.061,-0.061,-0.2441,33.0,8.0,-8.0
396.0,3257469888.0,-0.02832,-0.45239,-0.88379,-0.061,-0.061,-0.1831,33.0,8.0,-8.0
397.0,3257485833.0,-0.02832,-0.45215,-0.88428,0.0,0.0,-0.2441,33.0,8.0,-8.0
398.0,3257500991.0,-0.02832,-0.45227,-0.88379,-0.061,-0.061,-0.1831,33.0,8.0,-8.0
399.0,3257516014.0,-0.02808,-0.45276,-0.88293,-0.1221,-0.061,-0.2441,33.0,8.0,-8.0
400.0,3257530810.0,-0.02795,-0.453,-0.8833,-0.1221,0.0,-0.2441,33.0,8.0,-8.0
401.0,3257543574.0,-0.02869,-0.45251,-0.88354,-0.1221,0.0,-0.2441,32.0,10.0,-13.0
402.0,3257559538.0,-0.02844,-0.45215,-0.88391,-0.1221,0.0,-0.2441,32.0,10.0,-13.0
403.0,3257575492.0,-0.02795,-0.45215,-0.88416,-0.061,-0.061,-0.2441,32.0,10.0,-13.0
404.0,3257588493.0,-0.02795,-0.45227,-0.88452,-0.061,-0.061,-0.2441,32.0,10.0,-13.0
405.0,3257600715.0,-0.0282,-0.45166,-0.88269,-0.061,0.0,-0.3052,32.0,10.0,-13.0
406.0,3257612895.0,-0.02844,-0.45227,-0.88245,-0.1221,0.0,-0.3662,32.0,10.0,-13.0
407.0,3257627992.0,-0.0282,-0.45239,-0.88379,-0.1221,0.0,-0.3052,32.0,10.0,-13.0
408.0,3257640835.0,-0.02747,-0.45227,-0.88342,-0.061,-0.061,-0.2441,32.0,10.0,-13.0
409.0,3257654575.0,-0.02759,-0.45227,-0.88293,-0.061,-0.061,-0.1221,32.0,8.0,-12.0
410.0,3257669993.0,-0.02783,-0.45312,-0.88403,-0.1221,0.0,-0.1831,32.0,8.0,-12.0
411.0,3257685379.0,-0.02795,-0.45227,-0.88501,-0.1221,0.0,-0.2441,32.0,8.0,-12.0
412.0,3257700256.0,-0.02734,-0.45142,-0.88416,-0.061,-0.1221,-0.3052,32.0,8.0,-12.0
413.0,3257715017.0,-0.02759,-0.45178,-0.88428,-0.1221,-0.061,-0.2441,32.0,8.0,-12.0
414.0,3257727837.0,-0.02869,-0.45251,-0.88464,-0.061,-0.061,-0.2441,32.0,8.0,-12.0
415.0,3257742815.0,-0.02795,-0.45215,-0.8844,0.0,-0.061,-0.2441,32.0,8.0,-12.0
416.0,3257756969.0,-0.02722,-0.45154,-0.8833,0.0,0.0,-0.2441,32.0,8.0,-12.0
417.0,3257772665.0,-0.02795,-0.45227,-0.8844,-0.061,0.0,-0.2441,33.0,11.0,-10.0
418.0,3257787262.0,-0.02832,-0.45239,-0.88428,-0.1221,0.0,-0.2441,33.0,11.0,-10.0
419.0,3257798995.0,-0.02869,-0.45264,-0.88391,-0.1221,0.0,-0.2441,33.0,11.0,-10.0
420.0,3257814862.0,-0.02783,-0.45264,-0.88403,-0.1221,0.0,-0.2441,33.0,11.0,-10.0
421.0,3257828995.0,-0.02771,-0.45203,-0.88354,-0.061,-0.061,-0.2441,33.0,11.0,-10.0
422.0,3257845275.0,-0.02869,-0.45154,-0.88367,-0.061,-0.061,-0.2441,33.0,11.0,-10.0
423.0,3257856995.0,-0.02881,-0.45178,-0.88391,-0.061,-0.061,-0.1831,33.0,11.0,-10.0
424.0,3257869838.0,-0.0282,-0.45374,-0.88477,-0.061,-0.061,-0.3052,33.0,11.0,-10.0
425.0,3257886579.0,-0.02881,-0.45312,-0.88464,-0.061,0.0,-0.3052,32.0,10.0,-12.0
426.0,3257899515.0,-0.02905,-0.45264,-0.88367,-0.1221,0.061,-0.2441,32.0,10.0,-12.0
427.0,3257915283.0,-0.0282,-0.45312,-0.8844,-0.1221,0.0,-0.1831,32.0,10.0,-12.0
428.0,3257927890.0,-0.0282,-0.45337,-0.88477,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
429.0,3257940815.0,-0.02795,-0.45227,-0.88367,-0.1221,0.0,-0.2441,32.0,10.0,-12.0
430.0,3257955812.0,-0.02795,-0.45264,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-12.0
431.0,3257968996.0,-0.02808,-0.45276,-0.88403,-0.1221,0.0,-0.1831,32.0,10.0,-12.0
432.0,3257983994.0,-0.02771,-0.45215,-0.88428,-0.1221,0.0,-0.1831,32.0,10.0,-12.0
433.0,3257999769.0,-0.02734,-0.4519,-0.88306,-0.1221,0.0,-0.2441,32.0,8.0,-9.0
434.0,3258014996.0,-0.02795,-0.4519,-0.88293,-0.1221,0.0,-0.2441,32.0,8.0,-9.0
435.0,3258023896.0,-0.02795,-0.4519,-0.88403,-0.1221,-0.061,-0.1831,32.0,8.0,-9.0
436.0,3258037905.0,-0.02771,-0.45264,-0.88464,-0.061,-0.1221,-0.1831,32.0,8.0,-9.0
437.0,3258053414.0,-0.02893,-0.45276,-0.88342,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
438.0,3258068972.0,-0.0282,-0.4519,-0.88354,-0.061,0.061,-0.1831,32.0,8.0,-9.0
439.0,3258085881.0,-0.02734,-0.45203,-0.88525,-0.061,0.0,-0.1831,32.0,8.0,-9.0
440.0,3258099796.0,-0.02795,-0.45166,-0.88416,-0.1221,0.0,-0.2441,32.0,8.0,-9.0
441.0,3258115505.0,-0.02844,-0.45288,-0.88391,-0.1831,0.061,-0.3052,31.0,8.0,-8.0
442.0,3258130500.0,-0.02844,-0.45227,-0.88477,-0.1831,0.0,-0.3052,31.0,8.0,-8.0
443.0,3258146269.0,-0.02832,-0.45203,-0.88416,-0.1221,-0.061,-0.2441,31.0,8.0,-8.0
444.0,3258157999.0,-0.02808,-0.45264,-0.88403,-0.1221,-0.061,-0.1831,31.0,8.0,-8.0
445.0,3258171909.0,-0.02747,-0.45227,-0.88354,-0.1221,-0.061,-0.2441,31.0,8.0,-8.0
446.0,3258188396.0,-0.02759,-0.45264,-0.88293,-0.1221,-0.061,-0.2441,31.0,8.0,-8.0
447.0,3258203981.0,-0.02808,-0.45288,-0.88525,-0.1221,0.0,-0.2441,31.0,8.0,-8.0
448.0,3258220817.0,-0.02893,-0.45166,-0.88416,-0.061,-0.061,-0.2441,31.0,8.0,-8.0
449.0,3258238670.0,-0.02905,-0.45215,-0.88367,-0.061,-0.061,-0.2441,30.0,8.0,-8.0
450.0,3258252972.0,-0.02832,-0.45361,-0.88513,-0.061,-0.061,-0.2441,30.0,8.0,-8.0
451.0,3258265903.0,-0.0282,-0.45337,-0.88538,-0.061,-0.061,-0.2441,30.0,8.0,-8.0
452.0,3258279867.0,-0.02808,-0.453,-0.88452,-0.061,-0.061,-0.1831,30.0,8.0,-8.0
453.0,3258295819.0,-0.02905,-0.45178,-0.88403,-0.1831,0.0,-0.2441,30.0,8.0,-8.0
454.0,3258310710.0,-0.02869,-0.45178,-0.88403,-0.1831,0.0,-0.3052,30.0,8.0,-8.0
455.0,3258326907.0,-0.02722,-0.45239,-0.88293,-0.1221,-0.061,-0.3052,30.0,8.0,-8.0
456.0,3258338975.0,-0.02747,-0.45227,-0.88354,-0.061,0.0,-0.3052,30.0,8.0,-8.0
457.0,3258355584.0,-0.02869,-0.45276,-0.88416,-0.061,-0.1221,-0.2441,31.0,7.0,-10.0
458.0,3258371539.0,-0.02832,-0.45264,-0.88391,-0.061,-0.1221,-0.2441,31.0,7.0,-10.0
459.0,3258387504.0,-0.02844,-0.45154,-0.88293,-0.061,-0.061,-0.2441,31.0,7.0,-10.0
460.0,3258401471.0,-0.02917,-0.45129,-0.88281,-0.1221,0.061,-0.3052,31.0,7.0,-10.0
461.0,3258415495.0,-0.02734,-0.45227,-0.88391,-0.061,0.061,-0.2441,31.0,7.0,-10.0
462.0,3258428503.0,-0.02673,-0.45264,-0.88391,-0.061,0.061,-0.1831,31.0,7.0,-10.0
463.0,3258445187.0,-0.02893,-0.45325,-0.8844,-0.1221,0.0,-0.2441,31.0,7.0,-10.0
464.0,3258459823.0,-0.02905,-0.453,-0.88513,-0.1221,-0.061,-0.2441,31.0,7.0,-10.0
465.0,3258473775.0,-0.02881,-0.45264,-0.8844,-0.1221,-0.061,-0.2441,32.0,10.0,-9.0
466.0,3258488980.0,-0.02844,-0.45312,-0.88281,-0.1221,0.0,-0.2441,32.0,10.0,-9.0
467.0,3258503849.0,-0.02795,-0.45312,-0.8833,-0.1831,0.0,-0.2441,32.0,10.0,-9.0
468.0,3258519388.0,-0.0282,-0.45239,-0.88489,-0.1221,0.0,-0.3052,32.0,10.0,-9.0
469.0,3258531892.0,-0.0282,-0.4519,-0.88428,-0.1831,0.0,-0.3662,32.0,10.0,-9.0
470.0,3258546267.0,-0.0282,-0.45178,-0.88391,-0.1221,0.0,-0.3052,32.0,10.0,-9.0
